ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1900183,Dmitry Aliyev,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900184,Nathan Chen,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900185,Adam Rippon,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900186,Mirai Nagasu,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900187,Bradie Tennell,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900188,Alexa Scimeca Knierim,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900189,Chris Knierim,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900190,Maia Shibutani,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900191,Alex Shibutani,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900192,Vincent Zhou,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900193,Karen Chen,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900194,Madison Chock,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900195,Evan Bates,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900196,Madison Hubbell,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900197,Zach Donohue,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900198,Matteo Rizzo,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900199,Carolina Kostner,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900200,Nicole Della Monica,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900201,Matteo Guarise,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900202,Valentina Marchei,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900203,Ondřej Hotárek,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900204,Anna Cappellini,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900205,Luca Lanotte,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900206,Giada Russo,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900207,Charlène Guignard,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900208,Marco Fabbri,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900209,Keiji Tanaka,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900210,Shoma Uno,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900211,Satoko Miyahara,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900212,Kaori Sakamoto,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900213,Miu Suzaki,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900214,Ryuichi Kihara,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900215,Kana Muramoto,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900216,Chris Reed,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900217,Yuzuru Hanyu,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900218,Yan Han,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900219,Li Xiangning,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900220,Sui Wenjing,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900221,Yu Xiaoyu,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900222,Zhang Hao,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900223,Wang Shiyue,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900224,Liu Xinyu,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900225,Jin Boyang,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900226,Peng Cheng,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900227,Jin Yang,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900228,Han Cong,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900229,Paul Fentz,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900230,Nicole Schott,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900231,Aljona Sawtchenko,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900232,Bruno Massot,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900233,Kavita Lorenz,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900234,Joti Polizoakis,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900235,Annika Hocke,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900236,Ruben Blommaert,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900237,Alexei Bychenko,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900238,Aimee Buchanan,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900239,Paige Conners,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900240,Evgeni Krasnopolski,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900241,Adel Tankova,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900242,Rony Zilberberg,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900243,Daniel Samohin,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900244,Cha Jun-Hwan,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900245,Choi Da-Bin,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900246,Kim Gyu-Eun,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900247,Alex Gam,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900248,Min Yu-Ra,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900249,Aleksandr Gamelin,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900250,Kim Ha-Neul,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900251,Chafik Besseghier,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900252,Maé-Bérénice Meité,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900253,Vanessa James,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900254,Morgan Ciprès,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900255,Marie-Jade Lauriault,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900256,Romain Le Gac,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900257,Gabriella Papadakis,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900258,Guillaume Cizeron,M,NA,NA,NA,,,2018 Winter,2018,Winter,PyeongChang,Figure Skating,"Figure Skating Team, Mixed",NA
1900259,Nathan Chen,M,NA,NA,NA,USA,USA,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",Gold
1900260,Yuma Kagiyama,M,NA,NA,NA,JPN,JPN,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",Silver
1900261,Shoma Uno,M,NA,NA,NA,JPN,JPN,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",Bronze
1900262,Yuzuru Hanyu,M,NA,NA,NA,JPN,JPN,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900263,Cha Jun-Hwan,M,NA,NA,NA,KOR,KOR,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900264,Jason Brown,M,NA,NA,NA,USA,USA,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900265,Daniel Grassl,M,NA,NA,NA,ITA,ITA,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900266,Yevgeny Semenenko,M,NA,NA,NA,ROC,ROC,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900267,Jin Boyang,M,NA,NA,NA,CHN,CHN,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900268,Morisi Kvitelashvili,M,NA,NA,NA,GEO,GEO,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900269,Keegan Messing,M,NA,NA,NA,CAN,CAN,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900270,Kevin Aymoz,M,NA,NA,NA,FRA,FRA,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900271,Deniss Vasiļjevs,M,NA,NA,NA,LAT,LAT,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900272,Adam Siao Him Fa,M,NA,NA,NA,FRA,FRA,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900273,Mark Kondratyuk,M,NA,NA,NA,ROC,ROC,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900274,Matteo Rizzo,M,NA,NA,NA,ITA,ITA,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900275,Brendan Kerry,M,NA,NA,NA,AUS,AUS,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900276,Vladimir Litvintsev,M,NA,NA,NA,AZE,AZE,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900277,Andrey Mozalyov,M,NA,NA,NA,ROC,ROC,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900278,Kanstantsin Miliukau,M,NA,NA,NA,BLR,BLR,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900279,Nikolaj Majorov,M,NA,NA,NA,SWE,SWE,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900280,Donovan Carrillo,M,NA,NA,NA,MEX,MEX,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900281,Lukas Britschgi,M,NA,NA,NA,SUI,SUI,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900282,Ivan Shmuratko,M,NA,NA,NA,UKR,UKR,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900283,Michal Březina,M,NA,NA,NA,CZE,CZE,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900284,Alexei Bychenko,M,NA,NA,NA,ISR,ISR,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900285,Lee Si-Hyeong,M,NA,NA,NA,KOR,KOR,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900286,Aleksandr Selevko,M,NA,NA,NA,EST,EST,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900287,Roman Sadovsky,M,NA,NA,NA,CAN,CAN,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900288,Vincent Zhou,M,NA,NA,NA,USA,USA,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Men",NA
1900289,Anna Shcherbakova,F,NA,NA,NA,ROC,ROC,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",Gold
1900290,Aleksandra Trusova,F,NA,NA,NA,ROC,ROC,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",Silver
1900291,Kaori Sakamoto,F,NA,NA,NA,JPN,JPN,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",Bronze
1900292,Wakaba Higuchi,F,NA,NA,NA,JPN,JPN,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900293,Yu Yeong,F,NA,NA,NA,KOR,KOR,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900294,Alysa Liu,F,NA,NA,NA,USA,USA,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900295,Loena Hendrickx,F,NA,NA,NA,BEL,BEL,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900296,Kim Ye-Rim,F,NA,NA,NA,KOR,KOR,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900297,Mariah Bell,F,NA,NA,NA,USA,USA,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900298,Anastasiya Gubanova,F,NA,NA,NA,GEO,GEO,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900299,Katia Kurakova,F,NA,NA,NA,POL,POL,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900300,Viktoryia Safonava,F,NA,NA,NA,BLR,BLR,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900301,Olga Mikutina,F,NA,NA,NA,AUT,AUT,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900302,Ekaterina Ryabova,F,NA,NA,NA,AZE,AZE,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900303,Karen Chen,F,NA,NA,NA,USA,USA,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900304,Nicole Schott,F,NA,NA,NA,GER,GER,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900305,Lindsay van Zundert,F,NA,NA,NA,NED,NED,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900306,Madeline Schizas,F,NA,NA,NA,CAN,CAN,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900307,Eliška Březinová,F,NA,NA,NA,CZE,CZE,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900308,Eva-Lotta Kiibus,F,NA,NA,NA,EST,EST,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900309,Alexia Paganini,F,NA,NA,NA,SUI,SUI,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900310,Mana Kawabe,F,NA,NA,NA,JPN,JPN,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900311,Aleksandra Feigin,F,NA,NA,NA,BUL,BUL,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900312,Jenni Saarinen,F,NA,NA,NA,FIN,FIN,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900313,Josefin Taljegård,F,NA,NA,NA,SWE,SWE,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900314,Zhu Yi,F,NA,NA,NA,CHN,CHN,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900315,Natasha McKay,F,NA,NA,NA,GBR,GBR,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900316,Kailani Craine,F,NA,NA,NA,AUS,AUS,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900317,Anastasiya Shabotova,F,NA,NA,NA,UKR,UKR,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900318,Kamila Valiyeva,F,NA,NA,NA,ROC,ROC,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Singles, Women",NA
1900319,Sui Wenjing,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900320,Han Cong,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900321,Yevgeniya Tarasova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900322,Vladimir Morozov,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900323,Anastasiya Mishina,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900324,Aleksandr Gallyamov,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900325,Aleksandra Boykova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900326,Dmitry Kozlovsky,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900327,Peng Cheng,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900328,Jin Yang,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900329,Alexa Scimeca Knierim,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900330,Brandon Frazier,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900331,Riku Miura,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900332,Ryuichi Kihara,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900333,Ashley Cain-Gribble,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900334,Timothy LeDuc,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900335,Karina Safina,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900336,Luka Berulava,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900337,Kirsten Moore-Towers,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900338,Michael Marinaro,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900339,Vanessa James,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900340,Eric Radford,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900341,Nicole Della Monica,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900342,Matteo Guarise,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900343,Rebecca Ghilardi,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900344,Filippo Ambrosini,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900345,Hailey Kops,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900346,Evgeni Krasnopolski,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900347,Minerva Hase,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900348,Nolan Seegert,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900349,Jelizaveta Žuková,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900350,Martin Bidař,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900351,Miriam Ziegler,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900352,Severin Kiefer,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900353,Laura Barquero,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900354,Marco Zandrón,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900355,Ioulia Chtchetinina,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900356,Márk Magyar,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Pairs, Mixed",NA
1900357,Gabriella Papadakis,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900358,Guillaume Cizeron,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900359,Viktoriya Sinitsina,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900360,Nikita Katsalapov,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900361,Madison Hubbell,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900362,Zach Donohue,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900363,Madison Chock,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900364,Evan Bates,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900365,Charlène Guignard,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900366,Marco Fabbri,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900367,Aleksandra Stepanova,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900368,Ivan Bukin,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900369,Piper Gilles,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900370,Paul Poirier,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
1900371,Olivia Smart,M,NA,NA,NA,,,2022 Winter,2022,Winter,Beijing,Figure Skating,"Figure Skating Ice Dance, Mixed",NA
