ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1700173,Katerina Divari,F,NA,NA,NA,GRE,GRE,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Windsurfer (Neil Pryde RS:X), Women",NA
1700174,Celi Tejerina,F,NA,NA,NA,ARG,ARG,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Windsurfer (Neil Pryde RS:X), Women",NA
1700175,Natasa Lappa,F,NA,NA,NA,CYP,CYP,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Windsurfer (Neil Pryde RS:X), Women",NA
1700176,Anna Khvorikova,F,NA,NA,NA,ROC,ROC,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Windsurfer (Neil Pryde RS:X), Women",NA
1700177,Nikola Girke,F,NA,NA,NA,CAN,CAN,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Windsurfer (Neil Pryde RS:X), Women",NA
1700178,Dilara Uralp,F,NA,NA,NA,TUR,TUR,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Windsurfer (Neil Pryde RS:X), Women",NA
1700179,Sára Cholnoky,F,NA,NA,NA,HUN,HUN,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Windsurfer (Neil Pryde RS:X), Women",NA
1700180,Amanda Ng,F,NA,NA,NA,SGP,SGP,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Windsurfer (Neil Pryde RS:X), Women",NA
1700181,Amina Berrichi,F,NA,NA,NA,ALG,ALG,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Windsurfer (Neil Pryde RS:X), Women",NA
1700182,Anne-Marie Rindom,F,NA,NA,NA,DEN,DEN,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",Gold
1700183,Josefin Olsson,F,NA,NA,NA,SWE,SWE,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",Silver
1700184,Marit Bouwmeester,F,NA,NA,NA,NED,NED,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",Bronze
1700185,Emma Plasschaert,F,NA,NA,NA,BEL,BEL,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700186,Tuula Tenkanen,F,NA,NA,NA,FIN,FIN,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700187,Sarah Douglas,F,NA,NA,NA,CAN,CAN,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700188,Silvia Zennaro,F,NA,NA,NA,ITA,ITA,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700189,Line Høst,F,NA,NA,NA,NOR,NOR,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700190,Vasileia Karachaliou,F,NA,NA,NA,GRE,GRE,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700191,Alison Young,F,NA,NA,NA,GBR,GBR,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700192,Marie Bolou,F,NA,NA,NA,FRA,FRA,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700193,Yelena Vorobeva,F,NA,NA,NA,CRO,CRO,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700194,Mária Érdi,F,NA,NA,NA,HUN,HUN,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700195,Mara Stransky,F,NA,NA,NA,AUS,AUS,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700196,Manami Doi,F,NA,NA,NA,JPN,JPN,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700197,Svenja Weger,F,NA,NA,NA,GER,GER,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700198,Magdalena Kwaśna,F,NA,NA,NA,POL,POL,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700199,Annalise Murphy,F,NA,NA,NA,IRL,IRL,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700200,Maud Jayet,F,NA,NA,NA,SUI,SUI,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700201,Ecem Güzel,F,NA,NA,NA,TUR,TUR,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700202,Tatsiana Drazdouskaya,F,NA,NA,NA,BLR,BLR,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700203,Dolores Moreira,F,NA,NA,NA,URU,URU,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700204,Cristina Pujol,F,NA,NA,NA,ESP,ESP,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700205,Zhang Dongshuang,F,NA,NA,NA,CHN,CHN,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700206,Viktorija Andrulytė,F,NA,NA,NA,LTU,LTU,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700207,Shazrin Latif,F,NA,NA,NA,MAS,MAS,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700208,Yekaterina Zyuzina,F,NA,NA,NA,ROC,ROC,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700209,Stephanie Lovell,F,NA,NA,NA,LCA,LCA,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700210,Isabella Maegli,F,NA,NA,NA,GUA,GUA,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700211,Shay Kakon,F,NA,NA,NA,ISR,ISR,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700212,Lucía Falasca,F,NA,NA,NA,ARG,ARG,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700213,Elena Oetling,F,NA,NA,NA,MEX,MEX,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700214,Marilena Makri,F,NA,NA,NA,CYP,CYP,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700215,Carolina João,F,NA,NA,NA,POR,POR,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700216,Nethra Kumanan,F,NA,NA,NA,IND,IND,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700217,Paloma Schmidt,F,NA,NA,NA,PER,PER,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700218,Paige Railey,F,NA,NA,NA,USA,USA,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700219,Kamolwan Chanyim,F,NA,NA,NA,THA,THA,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700220,Stephanie Norton,F,NA,NA,NA,HKG,HKG,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700221,Deizy Nhaquile,F,NA,NA,NA,MOZ,MOZ,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700222,Khouloud Mansy,F,NA,NA,NA,EGY,EGY,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700223,Sophia Morgan,F,NA,NA,NA,FIJ,FIJ,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700224,Jalese Gordon,F,NA,NA,NA,ANT,ANT,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700225,Rose-Lee Numa,F,NA,NA,NA,PNG,PNG,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing One-Person Dinghy (Laser Radial), Women",NA
1700226,Hannah Mills,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700227,Eilidh McIntyre,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700228,Agnieszka Skrzypulec,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700229,Jolanta Ogar,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700230,Camille Lecointre,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700231,Aloïse Retornaz,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700232,Linda Fahrni,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700233,Maja Siegenthaler,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700234,Tina Mrak,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700235,Veronika Macarol,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700236,Luise Wanser,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700237,Anastasiya Winkel,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700238,Ai Yoshida,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700239,Miho Yoshioka,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700240,Noya Bar Am,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700241,Shahar Tibi,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700242,Fernanda Oliveira,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700243,Ana Luiza Barbachan,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700244,Afrodite Zegers,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700245,Lobke Berkhout,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700246,Silvia Mas,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700247,Patricia Cantero,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700248,Nikki Barnes,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700249,Lara Dallman-Weiss,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700250,Elena Berta,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700251,Bianca Caruso,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700252,Olivia Bergström,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700253,Lovisa Karlsson,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700254,Ariadne Paraskevi Spanaki,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700255,Aimilia Tsoulfa,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700256,Nia Jerwood,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700257,Monique De Vries,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700258,Beste Kaynakçı,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700259,Okyanus Arıkan,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700260,Wei Mengxi,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700261,Gao Haiyan,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700262,Nur Aisyah Jamil,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700263,Juni Karimah Noor Jamali,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700264,Belén Tavella,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700265,Lourdes Hartkopf,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700266,Denise Parruque,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700267,Maria Machava,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Two-Person Dinghy (470), Women",NA
1700268,Martine Grael,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700269,Kahena Kunze,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700270,Tina Lutz,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700271,Susann Beucke,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700272,Annemiek Bekkering,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700273,Annette Duetz,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700274,Támara Echegoyen,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700275,Paula Barceló,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700276,Vicky Travascio,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700277,María Branz,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700278,Charlotte Dobson,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700279,Saskia Tidey,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700280,Helene Næss,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700281,Marie Rønningen,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700282,Ida Marie Baad,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700283,Marie Thusgaard Olsen,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700284,Lili Sebesi,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700285,Albane Dubois,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700286,Kimberly Lim,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700287,Cecilia Low,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700288,Stephanie Roble,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700289,Maggie Shea,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700290,Alex Maloney,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700291,Molly Meech,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700292,Tess Lloyd,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700293,Jaime Ryan,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700294,Isaura Maenhaut,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700295,Anouk Geurts,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700296,Aleksandra Melzacka,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700297,Kinga Łoboda,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700298,Ali ten Hove,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700299,Mariah Millen,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700300,Tanja Frank,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700301,Lorena Abicht,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700302,Anna Yamazaki,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700303,Sena Takano,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700304,Chen Shasha,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700305,Jin Ye,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700306,Diana María Tudela,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700307,María Pia Vanoordt,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700308,Eya Guezguez,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700309,Sarra Guezguez,F,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Skiff (49er FX), Women",NA
1700310,Ruggero Tita,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700311,Caterina Banti,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700312,John Gimson,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700313,Anna Burnet,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700314,Paul Kohlhoff,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700315,Alica Stuhlemmer,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700316,Lin Cenholt,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700317,Christian Lübeck,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700318,Jason Waterhouse,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700319,Lisa Darmanin,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700320,Tara Pacheco,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700321,Florián Trittel,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700322,Santiago Lange,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700323,Cecilia Carranza,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700324,Quentin Delapierre,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700325,Manon Audinet,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700326,Riley Gibbs,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700327,Anna Weis,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700328,Samuel Albrecht,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700329,Gabriela Nicolino,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700330,Thomas Zajac,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700331,Barbara Matz,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700332,Micah Wilkinson,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700333,Erica Dawson,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700334,Sinem Kurtbay,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700335,Akseli Keskinen,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700336,Emil Järudd,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700337,Cecilia Jonsson,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700338,Shibuki Iitsuka,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700339,Eri Hatayama,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700340,Yang Xuezhe,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700341,Hu Xiaoxiao,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700342,Quique Figueroa,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700343,Gretchen Ortiz,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700344,Pablo Defazio,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700345,Dominique Knüppel,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700346,Nicholas Fadler Martinsen,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700347,Martine Steller Mortensen,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700348,Mehdi Gharbi,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700349,Rania Rahali,M,NA,NA,NA,,,2020 Summer,2020,Summer,Tokyo,Sailing,"Sailing Multihull (Nacra 17), Mixed",NA
1700350,Tom Reuveny,M,NA,NA,NA,ISR,ISR,2024 Summer,2024,Summer,Paris,Sailing,"Sailing Windsurfer (iQFOiL), Men",Gold
