ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
1005602,Ján Volko,M,23.0,172.0,82.0,SVK,SVK,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005603,Jun Yamashita,M,22.0,NA,NA,JPN,JPN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005604,Gediminas Truskauskas,M,22.0,NA,NA,LTU,LTU,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005605,Antonio Infantino,M,29.0,NA,NA,ITA,ITA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005606,Nethaneel Mitchell-Blake,M,26.0,187.0,86.0,GBR,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005607,José Andrés Salazar,M,23.0,NA,NA,ESA,ESA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005608,Abdul Hakim Sani Brown,M,21.0,NA,NA,JPN,JPN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005609,Aldemir Gomes da Silva Júnior,M,28.0,193.0,80.0,BRA,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005610,Steven Müller,M,29.0,NA,NA,GER,GER,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005611,Lucas Vilar,M,19.0,182.0,75.0,BRA,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005612,Marcus Lawler,M,25.0,NA,NA,IRL,IRL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005613,Brendon Rodney,M,28.0,195.0,80.0,CAN,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005614,Adam Gemili,M,26.0,178.0,75.0,GBR,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005615,Muhammad Ar-Rasyid,M,23.0,NA,NA,BRU,BRU,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005616,Julian Forte,M,27.0,NA,NA,JAM,JAM,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005617,Noureddine Hadid,M,27.0,NA,NA,LBN,LBN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005618,Jan Jirka,M,26.0,NA,NA,CZE,CZE,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005619,Divine Oduduru,M,23.0,NA,70.0,NGR,NGR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005620,Bernardo Baloyes,M,26.0,168.0,66.0,COL,COL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005621,Emmanuel Matadi,M,29.0,NA,NA,LBR,LBR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 200 metres, Men",NA
1005778,Steven Gardiner,M,24.0,193.0,94.0,BAH,BAH,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",Gold
1005779,Anthony Zambrano,M,22.0,184.0,72.0,COL,COL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",Silver
1005780,Kirani James,M,27.0,180.0,66.0,GRN,GRN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",Bronze
1005781,Michael Cherry,M,25.0,NA,NA,USA,USA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005782,Michael Norman,M,22.0,185.0,78.0,USA,USA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005783,Christopher Taylor,M,20.0,NA,NA,JAM,JAM,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005784,Isaac Makwala,M,34.0,185.0,78.0,BOT,BOT,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005785,Liemarvin Bonevacia,M,31.0,185.0,74.0,NED,NED,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005786,Steven Solomon,M,27.0,186.0,73.0,AUS,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005787,Deon Lendore,M,27.0,179.0,75.0,TTO,TTO,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005788,Mazen Al-Yassin,M,24.0,NA,NA,KSA,KSA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005789,Demish Gaye,M,27.0,NA,NA,JAM,JAM,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005790,Davide Re,M,27.0,NA,NA,ITA,ITA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005791,Leungo Scotch,M,24.0,NA,NA,BOT,BOT,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005792,Wayde van Niekerk,M,28.0,183.0,70.0,RSA,RSA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005793,Ricky Petrucciani,M,20.0,NA,NA,SUI,SUI,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005794,Machel Cedenio,M,24.0,183.0,70.0,TTO,TTO,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005795,Jochem Dobber,M,23.0,NA,NA,NED,NED,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005796,Luka Janežič,M,24.0,192.0,80.0,SLO,SLO,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005797,Alonzo Russell,M,28.0,174.0,68.0,BAH,BAH,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005798,Dwight St. Hillaire,M,22.0,NA,NA,TTO,TTO,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005799,Jonathan Sacoor,M,20.0,NA,NA,BEL,BEL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005800,Jonathan Jones,M,21.0,NA,NA,BAR,BAR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005801,Kévin Borlée,M,32.0,180.0,67.0,BEL,BEL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005802,Randolph Ross,M,19.0,NA,NA,USA,USA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005803,Nathon Allen,M,24.0,178.0,NA,JAM,JAM,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005804,Edoardo Scotti,M,20.0,NA,NA,ITA,ITA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005805,Zakithi Nene,M,22.0,NA,NA,RSA,RSA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005806,Sadam Koumi,M,26.0,NA,NA,SUD,SUD,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005807,Thapelo Phora,M,28.0,NA,NA,RSA,RSA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005808,Alex Beck,M,28.0,NA,NA,AUS,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005809,Jhon Perlaza,M,25.0,180.0,62.0,COL,COL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005810,Gilles Anthony Afoumba,M,24.0,NA,NA,CGO,CGO,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005811,Julian Walsh,M,23.0,175.0,75.0,JPN,JPN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005812,Marvin Schlegel,M,22.0,NA,NA,GER,GER,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005813,Taha Hussein Yaseen,M,22.0,NA,NA,IRQ,IRQ,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005814,Ricardo dos Santos,M,25.0,181.0,74.0,POR,POR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005815,Pavel Maslák,M,29.0,176.0,66.0,CZE,CZE,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005816,Lucas Carvalho,M,26.0,183.0,66.0,BRA,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005817,Jovan Stojoski,M,22.0,NA,NA,MKD,MKD,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005818,Mikhail Litvin,M,24.0,NA,NA,KAZ,KAZ,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005819,Óscar Husillos,M,26.0,180.0,72.0,ESP,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005820,Bachir Mahamat,M,23.0,186.0,59.0,CHA,CHA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005821,Ahmed Al-Yaari,M,20.0,NA,NA,YEM,YEM,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005822,Jahir Rayhan,M,19.0,NA,NA,BAN,BAN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005823,Karol Zalewski,M,26.0,189.0,96.0,POL,POL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005824,Todisoa Franck Rabearison,M,28.0,NA,NA,MAD,MAD,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005825,Emmanuel Korir,M,25.0,NA,NA,KEN,KEN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 400 metres, Men",NA
1005976,Emmanuel Korir,M,25.0,NA,NA,KEN,KEN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",Gold
1005977,Ferguson Rotich,M,30.0,185.0,74.0,KEN,KEN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",Silver
1005978,Patryk Dobek,M,26.0,187.0,75.0,POL,POL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",Bronze
1005979,Peter Bol,M,26.0,177.0,63.0,AUS,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005980,Adrián Ben,M,21.0,180.0,64.0,ESP,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005981,Amel Tuka,M,29.0,187.0,77.0,BIH,BIH,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005982,Gabriel Tual,M,22.0,NA,NA,FRA,FRA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005983,Nijel Amos,M,26.0,179.0,60.0,BOT,BOT,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005984,Clayton Murphy,M,25.0,180.0,68.0,USA,USA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005985,Jesús Tonatiú López,M,22.0,NA,NA,MEX,MEX,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005986,Elliot Giles,M,26.0,183.0,77.0,GBR,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005987,Eliott Crestan,M,21.0,NA,NA,BEL,BEL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005988,Oussama Nabil,M,24.0,NA,NA,MAR,MAR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005989,Bryce Hoppel,M,22.0,182.0,NA,USA,USA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005990,Daniel Rowden,M,22.0,NA,NA,GBR,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005991,Jeff Riseley,M,33.0,192.0,74.0,AUS,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005992,Abdessalem Ayouni,M,26.0,NA,NA,TUN,TUN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005993,Michael Saruni,M,25.0,NA,NA,KEN,KEN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005994,Pierre-Ambroise Bosse,M,28.0,185.0,68.0,FRA,FRA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005995,Charlie Hunter,M,23.0,NA,NA,AUS,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005996,Marco Arop,M,21.0,NA,NA,CAN,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005997,Isaiah Jewett,M,23.0,183.0,NA,USA,USA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005998,Abdelati El-Guesse,M,27.0,187.0,64.0,MAR,MAR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1005999,Mateusz Borkowski,M,23.0,NA,NA,POL,POL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006000,Pablo Sánchez-Valladares,M,22.0,186.0,69.0,ESP,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006001,Mark English,M,27.0,187.0,76.0,IRL,IRL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006002,Mostafa Smaili,M,23.0,174.0,63.0,MAR,MAR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006003,Andreas Kramer,M,23.0,NA,NA,SWE,SWE,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006004,Saúl Ordóñez,M,26.0,179.0,64.0,ESP,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006005,Benjamin Robert,M,22.0,NA,NA,FRA,FRA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006006,Yassine Hethat,M,28.0,175.0,65.0,ALG,ALG,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006007,Tony van Diepen,M,24.0,NA,NA,NED,NED,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006008,Oliver Dustin,M,19.0,NA,NA,GBR,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006009,Brandon McBride,M,26.0,193.0,74.0,CAN,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006010,Eric Nzikwinkunda,M,23.0,NA,NA,BDI,BDI,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006011,Abubaker Haydar,M,23.0,180.0,60.0,QAT,QAT,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006012,Pol Moya,M,23.0,178.0,62.0,AND,AND,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006013,Alex Beddoes,M,25.0,181.0,74.0,COK,COK,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006014,Melese Nberet,M,19.0,NA,NA,ETH,ETH,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006015,Ryan Sánchez,M,22.0,NA,NA,PUR,PUR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006016,Andrés Arroyo,M,25.0,177.0,64.0,PUR,PUR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006017,Wesley Vázquez,M,26.0,192.0,77.0,PUR,PUR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006018,Musa Hajdari,M,32.0,187.0,74.0,KOS,KOS,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006019,Francky-Edgard Mbotto,M,22.0,181.0,68.0,CAF,CAF,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006020,James Nyang Chiengjiek,M,28.0,179.0,59.0,EOR,EOR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006021,Thiago André,M,24.0,163.0,52.0,BRA,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006022,Dennick Luke,M,19.0,NA,NA,DMA,DMA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006023,Ayanleh Souleiman,M,27.0,190.0,55.0,DJI,DJI,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 800 metres, Men",NA
1006177,Jakob Ingebrigtsen,M,19.0,186.0,NA,NOR,NOR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",Gold
1006178,Timothy Cheruiyot,M,24.0,NA,NA,KEN,KEN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",Silver
1006179,Josh Kerr,M,22.0,NA,NA,GBR,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",Bronze
1006180,Abel Kipsang,M,23.0,NA,NA,KEN,KEN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006181,Adel Mechaal,M,29.0,182.0,71.0,ESP,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006182,Cole Hocker,M,19.0,NA,NA,USA,USA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006183,Stewart McSweyn,M,25.0,NA,NA,AUS,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006184,Michał Rozmys,M,25.0,NA,NA,POL,POL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006185,Jake Heyward,M,21.0,NA,NA,GBR,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006186,Jake Wightman,M,26.0,NA,NA,GBR,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006187,Oliver Hoare,M,23.0,NA,NA,AUS,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006188,Charles Grethen,M,28.0,180.0,65.0,LUX,LUX,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006189,Ignacio Fontes,M,22.0,170.0,60.0,ESP,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006190,Charles Simotwo,M,25.0,NA,NA,KEN,KEN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006191,Teddese Lemi,M,21.0,NA,NA,ETH,ETH,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006192,Robert Farken,M,22.0,186.0,79.0,GER,GER,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006193,Abdelatif Sadiki,M,21.0,NA,NA,MAR,MAR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006194,Nick Willis,M,37.0,183.0,68.0,NZL,NZL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006195,"Matthew Centrowitz, Jr.",M,30.0,176.0,65.0,USA,USA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006196,Andrew Coscoran,M,24.0,NA,NA,IRL,IRL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006197,Azeddine Habz,M,26.0,NA,NA,FRA,FRA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006198,Samuel Zeleke,M,21.0,NA,NA,ETH,ETH,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006199,Ismaël Debjani,M,29.0,171.0,55.0,BEL,BEL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006200,Jesús Gómez,M,29.0,183.0,71.0,ESP,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006201,Marcin Lewandowski,M,33.0,179.0,64.0,POL,POL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006202,Ayanleh Souleiman,M,27.0,190.0,55.0,DJI,DJI,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006203,Jye Edwards,M,22.0,NA,NA,AUS,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006204,Sam Tanner,M,19.0,NA,NA,NZL,NZL,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006205,Samuel Tefera,M,20.0,NA,NA,ETH,ETH,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006206,Ali Idow,M,22.0,NA,NA,SOM,SOM,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006207,Filip Ingebrigtsen,M,27.0,189.0,NA,NOR,NOR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006208,Anass Essayi,M,19.0,174.0,60.0,MAR,MAR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006209,Amos Bartelsmeyer,M,25.0,182.0,62.0,GER,GER,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006210,Baptiste Mischler,M,22.0,NA,NA,FRA,FRA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006211,István Szögi,M,24.0,NA,NA,HUN,HUN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006212,Thiago André,M,24.0,163.0,52.0,BRA,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006213,Kalle Berglund,M,24.0,NA,NA,SWE,SWE,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006214,Abraham Guem,M,21.0,NA,NA,SSD,SSD,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006215,Benjamín Enzema,M,31.0,170.0,63.0,GEQ,GEQ,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006216,Paulo Amotun,M,27.0,170.0,61.0,EOR,EOR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006217,Alexis Miellet,M,25.0,NA,NA,FRA,FRA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006218,Adam Ali Musab,M,25.0,NA,NA,QAT,QAT,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006219,Felisberto de Deus,M,21.0,NA,NA,TLS,TLS,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006220,Soufiane El-Bakkali,M,24.0,188.0,62.0,MAR,MAR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006221,Abdirahman Saeed Hassan,M,23.0,NA,NA,QAT,QAT,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006222,Ronald Musagala,M,27.0,NA,NA,UGA,UGA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006223,Sadik Mikhou,M,29.0,NA,NA,BRN,BRN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006224,Yared Nuguse,M,21.0,NA,NA,USA,USA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 1,500 metres, Men",NA
1006386,Joshua Cheptegei,M,23.0,NA,NA,UGA,UGA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",Gold
1006387,Moh Ahmed,M,29.0,182.0,56.0,CAN,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",Silver
1006388,Paul Chelimo,M,29.0,175.0,57.0,USA,USA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",Bronze
1006389,Nicholas Kipkorir Kimeli,M,21.0,NA,NA,KEN,KEN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",NA
1006390,Jacob Kiplimo,M,19.0,NA,NA,UGA,UGA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",NA
1006391,Birhanu Balew,M,24.0,170.0,59.0,BRN,BRN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",NA
1006392,Justyn Knight,M,23.0,NA,NA,CAN,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",NA
1006393,Mohamed Katir,M,22.0,176.0,56.0,ESP,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",NA
1006394,Grant Fisher,M,23.0,NA,NA,USA,USA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",NA
1006395,Milkesa Mengesha,M,20.0,NA,NA,ETH,ETH,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",NA
1006396,Andy Butchart,M,28.0,175.0,64.0,GBR,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",NA
1006397,Luis Grijalva,M,21.0,NA,NA,GUA,GUA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",NA
1006398,Jimmy Gressier,M,23.0,NA,NA,FRA,FRA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",NA
1006399,Woody Kincaid,M,27.0,NA,NA,USA,USA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",NA
1006400,Dawit Fikadu,M,24.0,NA,NA,BRN,BRN,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",NA
1006401,Oscar Chelimo,M,18.0,NA,NA,UGA,UGA,2020 Summer,2020,Summer,Tokyo,Athletics,"Athletics 5,000 metres, Men",NA
